"waterbody_segment","pollutant_name","test_fraction","pollutant_group","n_samples","most_recent_sample_year","n_detects","most_recent_detect_year","n_sample_dates","n_ccc_exceedance","n_cmc_exceedance","n_d_exceedance","most_recent_ccc_exceedance_date","most_recent_ccc_exceedance_year","most_recent_cmc_exceedance_date","most_recent_cmc_exceedance_year","most_recent_d_exceedance_date","most_recent_d_exceedance_year","n_since_most_recent_ccc_exceedance","n_since_most_recent_cmc_exceedance","n_since_most_recent_d_exceedance","n_samples_2011_to_2021","most_recent_sample_2011_to_2021","n_detects_2011_to_2021","most_recent_detect_2011_to_2021","n_ccc_exceedance_2011_to_2021","n_cmc_exceedance_2011_to_2021","n_d_exceedance_2011_to_2021","n_samples_2016_to_2021","most_recent_sample_2016_to_2021","n_detects_2016_to_2021","most_recent_detect_2016_to_2021","n_ccc_exceedance_2016_to_2021","n_cmc_exceedance_2016_to_2021","n_d_exceedance_2016_to_2021","n_c_exceedance","n_c_exceedance_2011_to_2021","n_c_exceedance_2016_to_2021","n_since_most_recent_c_exceedance","most_recent_c_exceedance_date","current_category","ccc_criterion","ccc_dl_ratio_range","ccc_dl_ratio","cmc_criterion","cmc_dl_ratio_range","cmc_dl_ratio","c_criterion","c_dl_ratio","d_criterion","d_dl_ratio_range","d_dl_ratio","tidal_type","fish_tissue_results_class_d","updated_tmdl","d_decision_case_number","decision_category","d_decision_description"
"POTOMAC MIDDLE","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-08-18,"2020",0,0,10,13,2021,1,"2020",0,0,1,13,2021,1,"2020",0,0,1,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Tidal","No exceedances","No",18,"Category 3","Move to Category 3"
"POTOMAC UPPER","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-09-11,"2020",0,0,9,13,2021,1,"2020",0,0,1,13,2021,1,"2020",0,0,1,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Tidal","No exceedances","No",18,"Category 3","Move to Category 3"
"ROCK CREEK LOWER","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-07-09,"2020",0,0,11,13,2021,1,"2020",0,0,1,13,2021,1,"2020",0,0,1,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","No",18,"Category 3","Move to Category 3"
"ROCK CREEK UPPER","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"SOAPSTONE CREEK","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"TEXAS AVENUE TRIBUTARY","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",6,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,0,0,0,0,NA,"4a",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","Yes",2,"Category 3","Move to Category 3"
"TIDAL BASIN","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Tidal","No exceedances","No",8,"Category 2","Remove from Category 3"
"WASHINGTON SHIP CHANNEL","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",19,2016,2,"2016",7,0,0,2,NA,"Never",NA,"Never",2016-10-05,"2016",0,0,4,19,2016,2,"2016",0,0,2,12,2016,2,"2016",0,0,2,0,0,0,0,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Tidal","No exceedances","No",7,"Category 5","Move to Category 5"
"WATTS BRANCH LOWER","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","No",8,"Category 2","Remove from Category 3"
"WATTS BRANCH UPPER","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","No",9,"Category 3","Keep in Category 3"
"BATTERY KEMBLE CREEK","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"C&O CANAL","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"FORT CHAPLIN TRIBUTARY","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"FORT DAVIS TRIBUTARY","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"FOUNDRY BRANCH","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"ANACOSTIA LOWER","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"ANACOSTIA UPPER","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"BROAD BRANCH","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"DALECARLIA TRIBUTARY","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"DUMBARTON OAKS","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FENWICK BRANCH","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT DUPONT TRIBUTARY","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT STANTON TRIBUTARY","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"HICKEY RUN","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"KINGMAN LAKE","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"KLINGLE VALLEY","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"LUZON BRANCH","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"MELVIN HAZEN VALLEY BRANCH","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"NASH RUN","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"NORMANSTONE CREEK","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"OXON RUN","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"PINEHURST BRANCH","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"PINEY BRANCH","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"POPE BRANCH","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"PORTAL BRANCH","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"POTOMAC LOWER","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"POTOMAC MIDDLE","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"POTOMAC UPPER","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"ROCK CREEK LOWER","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4a",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Remove from Category 4a"
"ROCK CREEK UPPER","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"SOAPSTONE CREEK","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"TEXAS AVENUE TRIBUTARY","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"TIDAL BASIN","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"WASHINGTON SHIP CHANNEL","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"WATTS BRANCH LOWER","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"WATTS BRANCH UPPER","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"BATTERY KEMBLE CREEK","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"C&O CANAL","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT CHAPLIN TRIBUTARY","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT DAVIS TRIBUTARY","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FOUNDRY BRANCH","LEAD",NA,"LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"ANACOSTIA LOWER","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"ANACOSTIA UPPER","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"BROAD BRANCH","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"DALECARLIA TRIBUTARY","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"DUMBARTON OAKS","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FENWICK BRANCH","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT DUPONT TRIBUTARY","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT STANTON TRIBUTARY","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"HICKEY RUN","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"KINGMAN LAKE","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"KLINGLE VALLEY","MERCURY",NA,"MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
