"Waterbody","Pollutant","Pollutant Group","Test Fraction ","Current Categorization in 2020 IR","Impaired Use Class in 2020 IR","# Samples 1990-2021","# Detects 1990-2021","# Exceedances 1990-2021","# of Samples Within Last 10 Years (2011-2021)","# of Exceedances Within Last 10 Years (2011 - 2021)","# of Samples Within Last 5 Years (2016 - 2021)","# Samples Since Last Exceedance","Class C CCC Criterion (ug/L)","Range of Ratios Between Detection Limit and Criterion for CCC","Class C CMC Criterion (ug/L)","Range of Ratios Between Detection Limit and Criterion for CMC","Was Last Exceedance Within Current 5-year Assessment Period (2016 - 2021)?","Reevaluation Categorization Decision for Class C","Decision Logic Case #"
"C&O CANAL","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","0","0","0","N/A - no Class C WQ criteria","0","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
"FORT CHAPLIN TRIBUTARY","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","0","0","0","N/A - no Class C WQ criteria","0","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
"FORT DAVIS TRIBUTARY","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","0","0","0","N/A - no Class C WQ criteria","0","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
"FOUNDRY BRANCH","INDENO_1_2_3_CD_PYRENE","PAH3",NA,"Not Listed","0","0","0","N/A - no Class C WQ criteria","0","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
"ANACOSTIA LOWER","NAPHTHALENE","PAH1",NA,"4a","24","52","0","0","52","0","40","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 4a","3"
"ANACOSTIA UPPER","NAPHTHALENE","PAH1",NA,"4a","14","56","3","0","56","0","37","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 4a","3"
"BROAD BRANCH","NAPHTHALENE","PAH1",NA,"Not Listed","15","15","0","0","14","0","13","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"DALECARLIA TRIBUTARY","NAPHTHALENE","PAH1",NA,"3","1","1","1","0","1","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"DUMBARTON OAKS","NAPHTHALENE","PAH1",NA,"3","15","16","0","0","15","0","13","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","10"
"FENWICK BRANCH","NAPHTHALENE","PAH1",NA,"3","2","2","0","0","1","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"FORT DUPONT TRIBUTARY","NAPHTHALENE","PAH1",NA,"Not Listed","13","13","0","0","13","0","13","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"FORT STANTON TRIBUTARY","NAPHTHALENE","PAH1",NA,"4a","19","20","1","0","20","0","16","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 4a","3"
"HICKEY RUN","NAPHTHALENE","PAH1",NA,"4a","5","6","2","0","6","0","3","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 4a","3"
"KINGMAN LAKE","NAPHTHALENE","PAH1",NA,"4a","13","25","2","0","25","0","15","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 4a","3"
"KLINGLE VALLEY","NAPHTHALENE","PAH1",NA,"3","1","1","0","0","1","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"LUZON BRANCH","NAPHTHALENE","PAH1",NA,"3","2","3","0","0","1","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"MELVIN HAZEN VALLEY BRANCH","NAPHTHALENE","PAH1",NA,"3","14","14","0","0","14","0","13","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","10"
"NASH RUN","NAPHTHALENE","PAH1",NA,"4a","6","7","2","0","7","0","3","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 4a","3"
"NORMANSTONE CREEK","NAPHTHALENE","PAH1",NA,"Not Listed","2","2","0","0","1","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"OXON RUN","NAPHTHALENE","PAH1",NA,"3","1","1","0","0","1","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"PINEHURST BRANCH","NAPHTHALENE","PAH1",NA,"3","2","4","0","0","1","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"PINEY BRANCH","NAPHTHALENE","PAH1",NA,"3","2","3","0","0","1","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"POPE BRANCH","NAPHTHALENE","PAH1",NA,"4a","6","7","0","0","7","0","4","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 4a","3"
"PORTAL BRANCH","NAPHTHALENE","PAH1",NA,"3","1","2","0","0","2","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"POTOMAC LOWER","NAPHTHALENE","PAH1",NA,"Not Listed","13","13","0","0","13","0","13","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"POTOMAC MIDDLE","NAPHTHALENE","PAH1",NA,"Not Listed","13","13","1","0","13","0","13","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"POTOMAC UPPER","NAPHTHALENE","PAH1",NA,"Not Listed","13","13","0","0","13","0","13","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"ROCK CREEK LOWER","NAPHTHALENE","PAH1",NA,"Not Listed","14","21","0","0","13","0","13","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"ROCK CREEK UPPER","NAPHTHALENE","PAH1",NA,"Not Listed","6","23","2","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"SOAPSTONE CREEK","NAPHTHALENE","PAH1",NA,"3","2","2","0","0","1","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"TEXAS AVENUE TRIBUTARY","NAPHTHALENE","PAH1",NA,"4a","6","6","1","0","6","0","3","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 4a","3"
"TIDAL BASIN","NAPHTHALENE","PAH1",NA,"3","3","3","1","0","3","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"WASHINGTON SHIP CHANNEL","NAPHTHALENE","PAH1",NA,"3","7","19","0","0","19","0","12","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","10"
"WATTS BRANCH LOWER","NAPHTHALENE","PAH1",NA,"3","3","3","1","0","3","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","8"
"WATTS BRANCH UPPER","NAPHTHALENE","PAH1",NA,"3","13","13","0","0","13","0","13","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Remove from Category 3","10"
"BATTERY KEMBLE CREEK","NAPHTHALENE","PAH1",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"C&O CANAL","NAPHTHALENE","PAH1",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"FORT CHAPLIN TRIBUTARY","NAPHTHALENE","PAH1",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"FORT DAVIS TRIBUTARY","NAPHTHALENE","PAH1",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"FOUNDRY BRANCH","NAPHTHALENE","PAH1",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","600","0.0000217 - 0.000667","no criteria",NA,"No exceedance","Not listed - take no action","15"
"ANACOSTIA LOWER","PCB_TOTAL","PCB_TOTAL",NA,"4a","13","41","41","0","41","0","29","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"ANACOSTIA UPPER","PCB_TOTAL","PCB_TOTAL",NA,"4a","8","30","30","2","30","2","18","24","1.4E-2","NA - all results detected","no criteria",NA,"No","Keep in Category 4a","1"
"BROAD BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","6","6","6","0","6","0","5","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"DALECARLIA TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"DUMBARTON OAKS","PCB_TOTAL","PCB_TOTAL",NA,"4a","6","7","7","1","7","1","5","4","1.4E-2","NA - all results detected","no criteria",NA,"Yes","Keep in Category 4a","5"
"FENWICK BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"FORT DUPONT TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","5","5","5","0","5","0","5","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Not listed - take no action","15"
"FORT STANTON TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"4a","8","9","9","0","9","0","5","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"HICKEY RUN","PCB_TOTAL","PCB_TOTAL",NA,"4a","3","3","3","0","3","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"KINGMAN LAKE","PCB_TOTAL","PCB_TOTAL",NA,"4a","7","18","18","0","18","0","12","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"KLINGLE VALLEY","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"LUZON BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"MELVIN HAZEN VALLEY BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","6","6","6","0","6","0","5","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"NASH RUN","PCB_TOTAL","PCB_TOTAL",NA,"4a","3","4","4","0","4","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"NORMANSTONE CREEK","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"OXON RUN","PCB_TOTAL","PCB_TOTAL",NA,"4a","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"PINEHURST BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"PINEY BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"POPE BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","3","3","3","0","3","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"PORTAL BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","2","2","0","2","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"POTOMAC LOWER","PCB_TOTAL","PCB_TOTAL",NA,"4a","5","5","5","0","5","0","5","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"POTOMAC MIDDLE","PCB_TOTAL","PCB_TOTAL",NA,"4a","5","5","5","0","5","0","5","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"POTOMAC UPPER","PCB_TOTAL","PCB_TOTAL",NA,"4a","5","5","5","0","5","0","5","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"ROCK CREEK LOWER","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","5","5","5","0","5","0","5","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Not listed - take no action","15"
"ROCK CREEK UPPER","PCB_TOTAL","PCB_TOTAL",NA,"4a","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"SOAPSTONE CREEK","PCB_TOTAL","PCB_TOTAL",NA,"4a","1","1","1","0","1","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"TEXAS AVENUE TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"4a","3","3","3","0","3","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"TIDAL BASIN","PCB_TOTAL","PCB_TOTAL",NA,"4a","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"WASHINGTON SHIP CHANNEL","PCB_TOTAL","PCB_TOTAL",NA,"4a","4","16","16","0","16","0","12","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"WATTS BRANCH LOWER","PCB_TOTAL","PCB_TOTAL",NA,"4a","3","3","3","0","3","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"WATTS BRANCH UPPER","PCB_TOTAL","PCB_TOTAL",NA,"4a","5","5","5","0","5","0","5","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"BATTERY KEMBLE CREEK","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Not listed - take no action","15"
"C&O CANAL","PCB_TOTAL","PCB_TOTAL",NA,"4a","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Move to Category 3","2"
"FORT CHAPLIN TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Not listed - take no action","15"
"FORT DAVIS TRIBUTARY","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Not listed - take no action","15"
"FOUNDRY BRANCH","PCB_TOTAL","PCB_TOTAL",NA,"Not Listed","0","0","0","0","0","0","0","No exceedance","1.4E-2","NA - all results detected","no criteria",NA,"No exceedance","Not listed - take no action","15"
"ANACOSTIA LOWER","PYRENE","PAH2",NA,"4a","24","52","14","N/A - no Class C WQ criteria","52","N/A - no Class C WQ criteria","40","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 4a","0"
"ANACOSTIA UPPER","PYRENE","PAH2",NA,"4a","14","56","30","N/A - no Class C WQ criteria","56","N/A - no Class C WQ criteria","37","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 4a","0"
"BROAD BRANCH","PYRENE","PAH2",NA,"Not Listed","15","15","0","N/A - no Class C WQ criteria","14","N/A - no Class C WQ criteria","13","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
"DALECARLIA TRIBUTARY","PYRENE","PAH2",NA,"3","1","1","0","N/A - no Class C WQ criteria","1","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 3","0"
"DUMBARTON OAKS","PYRENE","PAH2",NA,"3","15","16","1","N/A - no Class C WQ criteria","15","N/A - no Class C WQ criteria","13","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 3","0"
"FENWICK BRANCH","PYRENE","PAH2",NA,"3","2","2","1","N/A - no Class C WQ criteria","1","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 3","0"
"FORT DUPONT TRIBUTARY","PYRENE","PAH2",NA,"Not Listed","13","13","0","N/A - no Class C WQ criteria","13","N/A - no Class C WQ criteria","13","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
"FORT STANTON TRIBUTARY","PYRENE","PAH2",NA,"4a","19","20","2","N/A - no Class C WQ criteria","20","N/A - no Class C WQ criteria","16","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 4a","0"
"HICKEY RUN","PYRENE","PAH2",NA,"4a","5","6","2","N/A - no Class C WQ criteria","6","N/A - no Class C WQ criteria","3","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 4a","0"
"KINGMAN LAKE","PYRENE","PAH2",NA,"4a","13","25","14","N/A - no Class C WQ criteria","25","N/A - no Class C WQ criteria","15","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 4a","0"
"KLINGLE VALLEY","PYRENE","PAH2",NA,"3","1","1","0","N/A - no Class C WQ criteria","1","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 3","0"
"LUZON BRANCH","PYRENE","PAH2",NA,"3","2","3","1","N/A - no Class C WQ criteria","1","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 3","0"
"MELVIN HAZEN VALLEY BRANCH","PYRENE","PAH2",NA,"3","14","14","0","N/A - no Class C WQ criteria","14","N/A - no Class C WQ criteria","13","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 3","0"
"NASH RUN","PYRENE","PAH2",NA,"4a","6","7","4","N/A - no Class C WQ criteria","7","N/A - no Class C WQ criteria","3","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 4a","0"
"NORMANSTONE CREEK","PYRENE","PAH2",NA,"Not Listed","2","2","0","N/A - no Class C WQ criteria","1","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
"OXON RUN","PYRENE","PAH2",NA,"3","1","1","0","N/A - no Class C WQ criteria","1","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 3","0"
"PINEHURST BRANCH","PYRENE","PAH2",NA,"3","2","4","0","N/A - no Class C WQ criteria","1","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 3","0"
"PINEY BRANCH","PYRENE","PAH2",NA,"3","2","3","0","N/A - no Class C WQ criteria","1","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 3","0"
"POPE BRANCH","PYRENE","PAH2",NA,"4a","6","7","0","N/A - no Class C WQ criteria","7","N/A - no Class C WQ criteria","4","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 4a","0"
"PORTAL BRANCH","PYRENE","PAH2",NA,"3","1","2","0","N/A - no Class C WQ criteria","2","N/A - no Class C WQ criteria","0","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Remove from Category 3","0"
"POTOMAC LOWER","PYRENE","PAH2",NA,"Not Listed","13","13","0","N/A - no Class C WQ criteria","13","N/A - no Class C WQ criteria","13","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
"POTOMAC MIDDLE","PYRENE","PAH2",NA,"Not Listed","13","13","0","N/A - no Class C WQ criteria","13","N/A - no Class C WQ criteria","13","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
"POTOMAC UPPER","PYRENE","PAH2",NA,"Not Listed","13","13","0","N/A - no Class C WQ criteria","13","N/A - no Class C WQ criteria","13","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
"ROCK CREEK LOWER","PYRENE","PAH2",NA,"Not Listed","14","21","5","N/A - no Class C WQ criteria","13","N/A - no Class C WQ criteria","13","No exceedance","no criteria",NA,"no criteria",NA,"No exceedance","Not listed - take no action","0"
